,Date,Paris,Paris_weather,Paris_min,Paris_max,Paris_avg,Versailles,Versailles_weather,Versailles_min,Versailles_max,Versailles_avg,Melun,Melun_weather,Melun_min,Melun_max,Fontainebleau,Fontainebleau_weather,Fontainebleau_min,Fontainebleau_max,Fontainebleau_avg,Cergy,Cergy_weather,Cergy_min,Cergy_max,Cergy_avg
189,09/07/2018,22°C/26°C,3,22,26,24.0,21°C/26°C,2,21,26,23.5,21°C/25°C,3,21,25,21°C/25°C,3,21,25,23.0,22°C/26°C,2,22,26,24.0
190,10/07/2018,19°C/20°C,2,19,20,19.5,16°C/21°C,3,16,21,18.5,19°C/20°C,2,19,20,19°C/20°C,2,19,20,19.5,19°C/20°C,3,19,20,19.5
191,11/07/2018,17°C/20°C,2,17,20,18.5,17°C/20°C,2,17,20,18.5,17°C/21°C,2,17,21,17°C/21°C,2,17,21,19.0,17°C/20°C,2,17,20,18.5
192,12/07/2018,21°C/25°C,3,21,25,23.0,19°C/25°C,3,19,25,22.0,21°C/24°C,3,21,24,21°C/24°C,3,21,24,22.5,20°C/25°C,3,20,25,22.5
193,13/07/2018,22°C/26°C,3,22,26,24.0,20°C/26°C,3,20,26,23.0,22°C/26°C,3,22,26,22°C/26°C,3,22,26,24.0,20°C/26°C,3,20,26,23.0
194,14/07/2018,24°C/28°C,3,24,28,26.0,22°C/28°C,3,22,28,25.0,24°C/28°C,1,24,28,24°C/28°C,1,24,28,26.0,23°C/28°C,3,23,28,25.5
195,15/07/2018,25°C/29°C,1,25,29,27.0,22°C/29°C,1,22,29,25.5,25°C/29°C,1,25,29,25°C/29°C,1,25,29,27.0,26°C/29°C,1,26,29,27.5
196,16/07/2018,25°C/28°C,3,25,28,26.5,21°C/27°C,3,21,27,24.0,25°C/28°C,3,25,28,25°C/28°C,3,25,28,26.5,24°C/28°C,3,24,28,26.0
197,17/07/2018,20°C/25°C,2,20,25,22.5,19°C/24°C,3,19,24,21.5,22°C/25°C,3,22,25,22°C/25°C,3,22,25,23.5,18°C/23°C,3,18,23,20.5
198,18/07/2018,20°C/26°C,3,20,26,23.0,20°C/26°C,3,20,26,23.0,21°C/26°C,2,21,26,21°C/26°C,2,21,26,23.5,19°C/26°C,3,19,26,22.5
199,19/07/2018,25°C/29°C,3,25,29,27.0,22°C/28°C,3,22,28,25.0,25°C/28°C,3,25,28,25°C/28°C,3,25,28,26.5,24°C/28°C,3,24,28,26.0
200,20/07/2018,21°C/25°C,3,21,25,23.0,18°C/25°C,3,18,25,21.5,23°C/25°C,3,23,25,21°C/25°C,3,21,25,23.0,23°C/26°C,3,23,26,24.5
201,21/07/2018,21°C/25°C,2,21,25,23.0,19°C/25°C,3,19,25,22.0,21°C/25°C,3,21,25,21°C/25°C,3,21,25,23.0,21°C/25°C,2,21,25,23.0
202,22/07/2018,23°C/27°C,3,23,27,25.0,21°C/27°C,2,21,27,24.0,22°C/26°C,3,22,26,22°C/26°C,3,22,26,24.0,23°C/28°C,3,23,28,25.5
203,23/07/2018,25°C/31°C,3,25,31,28.0,23°C/30°C,3,23,30,26.5,25°C/29°C,3,25,29,25°C/29°C,3,25,29,27.0,25°C/30°C,3,25,30,27.5
204,24/07/2018,27°C/30°C,3,27,30,28.5,24°C/29°C,3,24,29,26.5,27°C/30°C,3,27,30,27°C/30°C,3,27,30,28.5,26°C/29°C,3,26,29,27.5
205,25/07/2018,27°C/32°C,3,27,32,29.5,25°C/31°C,3,25,31,28.0,27°C/32°C,3,27,32,27°C/32°C,3,27,32,29.5,26°C/31°C,3,26,31,28.5
206,26/07/2018,30°C/35°C,3,30,35,32.5,28°C/34°C,3,28,34,31.0,30°C/34°C,3,30,34,30°C/34°C,3,30,34,32.0,30°C/35°C,3,30,35,32.5
207,27/07/2018,29°C/35°C,3,29,35,32.0,22°C/34°C,3,22,34,28.0,30°C/34°C,3,30,34,29°C/34°C,3,29,34,31.5,29°C/34°C,3,29,34,31.5
208,28/07/2018,22°C/25°C,3,22,25,23.5,19°C/24°C,3,19,24,21.5,22°C/25°C,3,22,25,22°C/25°C,3,22,25,23.5,20°C/24°C,2,20,24,22.0
209,29/07/2018,21°C/27°C,3,21,27,24.0,20°C/25°C,2,20,25,22.5,21°C/28°C,3,21,28,21°C/28°C,3,21,28,24.5,20°C/25°C,2,20,25,22.5
210,30/07/2018,21°C/27°C,2,21,27,24.0,20°C/27°C,2,20,27,23.5,22°C/27°C,2,22,27,22°C/27°C,2,22,27,24.5,20°C/27°C,2,20,27,23.5
211,31/07/2018,22°C/28°C,3,22,28,25.0,21°C/27°C,3,21,27,24.0,21°C/28°C,3,21,28,21°C/28°C,3,21,28,24.5,23°C/27°C,3,23,27,25.0
212,01/08/2018,24°C/29°C,3,24,29,26.5,23°C/28°C,3,23,28,25.5,24°C/29°C,3,24,29,24°C/29°C,3,24,29,26.5,23°C/28°C,3,23,28,25.5
213,02/08/2018,25°C/32°C,3,25,32,28.5,24°C/32°C,3,24,32,28.0,26°C/32°C,3,26,32,26°C/32°C,3,26,32,29.0,24°C/31°C,3,24,31,27.5
214,03/08/2018,27°C/34°C,3,27,34,30.5,25°C/33°C,3,25,33,29.0,28°C/34°C,3,28,34,28°C/34°C,3,28,34,31.0,27°C/33°C,3,27,33,30.0
215,04/08/2018,27°C/32°C,3,27,32,29.5,24°C/31°C,3,24,31,27.5,27°C/32°C,3,27,32,27°C/32°C,3,27,32,29.5,26°C/31°C,3,26,31,28.5
216,05/08/2018,22°C/30°C,3,22,30,26.0,22°C/30°C,3,22,30,26.0,23°C/30°C,3,23,30,23°C/30°C,3,23,30,26.5,21°C/29°C,3,21,29,25.0
217,06/08/2018,28°C/33°C,3,28,33,30.5,26°C/32°C,3,26,32,29.0,28°C/33°C,3,28,33,28°C/33°C,3,28,33,30.5,27°C/32°C,3,27,32,29.5
218,07/08/2018,30°C/36°C,3,30,36,33.0,26°C/36°C,3,26,36,31.0,30°C/36°C,3,30,36,30°C/36°C,3,30,36,33.0,30°C/36°C,3,30,36,33.0
219,08/08/2018,22°C/24°C,2,22,24,23.0,21°C/24°C,2,21,24,22.5,22°C/24°C,2,22,24,22°C/24°C,2,22,24,23.0,21°C/24°C,2,21,24,22.5
220,09/08/2018,16°C/20°C,2,16,20,18.0,16°C/19°C,2,16,19,17.5,17°C/21°C,2,17,21,17°C/21°C,2,17,21,19.0,16°C/19°C,2,16,19,17.5
221,10/08/2018,19°C/22°C,3,19,22,20.5,17°C/22°C,3,17,22,19.5,19°C/22°C,3,19,22,19°C/22°C,3,19,22,20.5,18°C/22°C,3,18,22,20.0
222,11/08/2018,19°C/24°C,3,19,24,21.5,19°C/24°C,3,19,24,21.5,19°C/24°C,2,19,24,19°C/24°C,2,19,24,21.5,19°C/24°C,3,19,24,21.5
223,12/08/2018,23°C/30°C,3,23,30,26.5,21°C/30°C,3,21,30,25.5,23°C/30°C,3,23,30,23°C/30°C,3,23,30,26.5,23°C/29°C,3,23,29,26.0
224,13/08/2018,19°C/24°C,3,19,24,21.5,18°C/23°C,2,18,23,20.5,20°C/24°C,3,20,24,20°C/24°C,3,20,24,22.0,18°C/23°C,2,18,23,20.5
225,14/08/2018,21°C/25°C,2,21,25,23.0,19°C/24°C,3,19,24,21.5,21°C/24°C,2,21,24,21°C/24°C,2,21,24,22.5,21°C/24°C,3,21,24,22.5
226,15/08/2018,20°C/25°C,3,20,25,22.5,20°C/24°C,3,20,24,22.0,21°C/25°C,2,21,25,21°C/25°C,2,21,25,23.0,20°C/24°C,2,20,24,22.0
227,16/08/2018,23°C/30°C,3,23,30,26.5,19°C/29°C,3,19,29,24.0,23°C/30°C,3,23,30,23°C/30°C,3,23,30,26.5,23°C/29°C,3,23,29,26.0
228,17/08/2018,20°C/24°C,3,20,24,22.0,17°C/24°C,3,17,24,20.5,20°C/25°C,3,20,25,20°C/25°C,3,20,25,22.5,19°C/23°C,3,19,23,21.0
229,18/08/2018,19°C/25°C,3,19,25,22.0,18°C/24°C,3,18,24,21.0,20°C/25°C,3,20,25,20°C/25°C,3,20,25,22.5,19°C/24°C,3,19,24,21.5
230,19/08/2018,22°C/28°C,3,22,28,25.0,21°C/27°C,3,21,27,24.0,22°C/28°C,3,22,28,22°C/28°C,3,22,28,25.0,21°C/27°C,3,21,27,24.0
231,20/08/2018,21°C/24°C,2,21,24,22.5,21°C/23°C,2,21,23,22.0,22°C/24°C,2,22,24,22°C/24°C,2,22,24,23.0,20°C/23°C,2,20,23,21.5
232,21/08/2018,23°C/25°C,2,23,25,24.0,21°C/25°C,2,21,25,23.0,23°C/26°C,2,23,26,23°C/26°C,2,23,26,24.5,23°C/25°C,2,23,25,24.0
233,22/08/2018,24°C/29°C,3,24,29,26.5,22°C/29°C,3,22,29,25.5,25°C/30°C,3,25,30,25°C/30°C,3,25,30,27.5,24°C/28°C,3,24,28,26.0
234,23/08/2018,22°C/26°C,3,22,26,24.0,19°C/25°C,3,19,25,22.0,23°C/27°C,3,23,27,23°C/27°C,3,23,27,25.0,22°C/24°C,3,22,24,23.0
235,24/08/2018,18°C/19°C,2,18,19,18.5,15°C/19°C,2,15,19,17.0,18°C/19°C,2,18,19,18°C/19°C,2,18,19,18.5,17°C/19°C,2,17,19,18.0
236,25/08/2018,16°C/18°C,2,16,18,17.0,14°C/18°C,2,14,18,16.0,16°C/19°C,2,16,19,16°C/19°C,2,16,19,17.5,15°C/18°C,2,15,18,16.5
237,26/08/2018,18°C/22°C,3,18,22,20.0,18°C/22°C,3,18,22,20.0,18°C/23°C,3,18,23,18°C/23°C,3,18,23,20.5,17°C/22°C,3,17,22,19.5
238,27/08/2018,19°C/22°C,3,19,22,20.5,16°C/22°C,3,16,22,19.0,19°C/22°C,2,19,22,19°C/22°C,2,19,22,20.5,19°C/21°C,3,19,21,20.0
239,28/08/2018,20°C/27°C,3,20,27,23.5,20°C/26°C,3,20,26,23.0,20°C/27°C,3,20,27,20°C/27°C,3,20,27,23.5,19°C/26°C,3,19,26,22.5
240,29/08/2018,18°C/21°C,2,18,21,19.5,16°C/20°C,2,16,20,18.0,19°C/21°C,2,19,21,17°C/21°C,2,17,21,19.0,19°C/20°C,2,19,20,19.5
241,30/08/2018,19°C/21°C,3,19,21,20.0,17°C/21°C,3,17,21,19.0,19°C/21°C,3,19,21,18°C/21°C,3,18,21,19.5,19°C/21°C,3,19,21,20.0
242,31/08/2018,19°C/22°C,3,19,22,20.5,17°C/22°C,3,17,22,19.5,19°C/21°C,3,19,21,18°C/21°C,3,18,21,19.5,19°C/22°C,3,19,22,20.5
243,01/09/2018,19°C/23°C,3,19,23,21.0,17°C/23°C,3,17,23,20.0,19°C/23°C,3,19,23,18°C/23°C,3,18,23,20.5,19°C/23°C,3,19,23,21.0
244,02/09/2018,18°C/24°C,3,18,24,21.0,17°C/24°C,3,17,24,20.5,19°C/24°C,3,19,24,19°C/24°C,3,19,24,21.5,18°C/24°C,3,18,24,21.0
245,03/09/2018,20°C/24°C,3,20,24,22.0,19°C/24°C,3,19,24,21.5,20°C/23°C,2,20,23,20°C/23°C,2,20,23,21.5,20°C/24°C,3,20,24,22.0
246,04/09/2018,19°C/23°C,2,19,23,21.0,17°C/22°C,2,17,22,19.5,19°C/23°C,2,19,23,19°C/23°C,2,19,23,21.0,18°C/22°C,2,18,22,20.0
247,05/09/2018,20°C/25°C,3,20,25,22.5,18°C/25°C,3,18,25,21.5,21°C/26°C,3,21,26,21°C/26°C,3,21,26,23.5,20°C/24°C,3,20,24,22.0
248,06/09/2018,18°C/22°C,2,18,22,20.0,15°C/22°C,2,15,22,18.5,19°C/22°C,2,19,22,18°C/22°C,2,18,22,20.0,18°C/21°C,2,18,21,19.5
249,07/09/2018,17°C/20°C,3,17,20,18.5,14°C/20°C,3,14,20,17.0,17°C/20°C,2,17,20,16°C/20°C,2,16,20,18.0,17°C/20°C,3,17,20,18.5
250,08/09/2018,18°C/22°C,3,18,22,20.0,17°C/22°C,3,17,22,19.5,18°C/22°C,3,18,22,18°C/22°C,3,18,22,20.0,18°C/22°C,3,18,22,20.0
251,09/09/2018,20°C/28°C,3,20,28,24.0,20°C/28°C,3,20,28,24.0,21°C/28°C,3,21,28,21°C/28°C,3,21,28,24.5,20°C/28°C,3,20,28,24.0
252,10/09/2018,19°C/25°C,3,19,25,22.0,18°C/24°C,3,18,24,21.0,20°C/25°C,3,20,25,20°C/25°C,3,20,25,22.5,19°C/24°C,3,19,24,21.5
253,11/09/2018,22°C/28°C,3,22,28,25.0,20°C/27°C,3,20,27,23.5,22°C/28°C,3,22,28,22°C/28°C,3,22,28,25.0,21°C/27°C,3,21,27,24.0
254,12/09/2018,22°C/27°C,3,22,27,24.5,19°C/27°C,3,19,27,23.0,23°C/28°C,3,23,28,23°C/28°C,3,23,28,25.5,21°C/26°C,3,21,26,23.5
255,13/09/2018,16°C/20°C,2,16,20,18.0,15°C/19°C,2,15,19,17.0,17°C/20°C,2,17,20,17°C/20°C,2,17,20,18.5,14°C/19°C,2,14,19,16.5
256,14/09/2018,17°C/21°C,3,17,21,19.0,14°C/21°C,3,14,21,17.5,17°C/21°C,3,17,21,17°C/21°C,3,17,21,19.0,17°C/20°C,3,17,20,18.5
257,15/09/2018,17°C/22°C,3,17,22,19.5,16°C/22°C,3,16,22,19.0,17°C/22°C,3,17,22,17°C/22°C,3,17,22,19.5,17°C/22°C,3,17,22,19.5
258,16/09/2018,19°C/25°C,3,19,25,22.0,18°C/24°C,3,18,24,21.0,19°C/25°C,3,19,25,19°C/25°C,3,19,25,22.0,19°C/24°C,3,19,24,21.5
259,17/09/2018,21°C/28°C,3,21,28,24.5,21°C/28°C,3,21,28,24.5,21°C/29°C,3,21,29,21°C/29°C,3,21,29,25.0,21°C/28°C,3,21,28,24.5
260,18/09/2018,21°C/25°C,3,21,25,23.0,20°C/24°C,3,20,24,22.0,22°C/26°C,3,22,26,20°C/26°C,3,20,26,23.0,21°C/25°C,3,21,25,23.0
261,19/09/2018,20°C/25°C,3,20,25,22.5,19°C/24°C,3,19,24,21.5,21°C/25°C,3,21,25,20°C/25°C,3,20,25,22.5,20°C/24°C,3,20,24,22.0
262,20/09/2018,20°C/25°C,3,20,25,22.5,19°C/25°C,3,19,25,22.0,20°C/26°C,3,20,26,20°C/26°C,3,20,26,23.0,20°C/25°C,3,20,25,22.5
263,21/09/2018,16°C/19°C,3,16,19,17.5,13°C/18°C,3,13,18,15.5,17°C/19°C,3,17,19,15°C/19°C,3,15,19,17.0,17°C/19°C,3,17,19,18.0
264,22/09/2018,15°C/18°C,2,15,18,16.5,15°C/18°C,2,15,18,16.5,15°C/18°C,2,15,18,15°C/18°C,2,15,18,16.5,15°C/17°C,2,15,17,16.0
265,23/09/2018,13°C/21°C,2,13,21,17.0,10°C/20°C,2,10,20,15.0,16°C/21°C,2,16,21,13°C/21°C,2,13,21,17.0,15°C/20°C,2,15,20,17.5
266,24/09/2018,13°C/17°C,3,13,17,15.0,11°C/17°C,3,11,17,14.0,13°C/17°C,3,13,17,12°C/17°C,3,12,17,14.5,13°C/17°C,3,13,17,15.0
267,25/09/2018,13°C/17°C,3,13,17,15.0,12°C/17°C,3,12,17,14.5,13°C/17°C,3,13,17,12°C/17°C,3,12,17,14.5,12°C/17°C,3,12,17,14.5
268,26/09/2018,13°C/21°C,3,13,21,17.0,14°C/21°C,3,14,21,17.5,13°C/21°C,3,13,21,13°C/21°C,3,13,21,17.0,13°C/21°C,3,13,21,17.0
269,27/09/2018,17°C/24°C,3,17,24,20.5,17°C/25°C,3,17,25,21.0,18°C/25°C,3,18,25,18°C/25°C,3,18,25,21.5,17°C/24°C,3,17,24,20.5
270,28/09/2018,15°C/19°C,3,15,19,17.0,13°C/19°C,3,13,19,16.0,18°C/20°C,3,18,20,14°C/20°C,3,14,20,17.0,17°C/18°C,3,17,18,17.5
271,29/09/2018,12°C/18°C,3,12,18,15.0,12°C/18°C,3,12,18,15.0,12°C/18°C,3,12,18,12°C/18°C,3,12,18,15.0,12°C/17°C,3,12,17,14.5
272,30/09/2018,12°C/18°C,3,12,18,15.0,12°C/18°C,3,12,18,15.0,13°C/18°C,3,13,18,13°C/18°C,3,13,18,15.5,12°C/18°C,3,12,18,15.0
273,01/10/2018,11°C/15°C,2,11,15,13.0,9°C/15°C,2,9,15,12.0,12°C/15°C,2,12,15,10°C/15°C,2,10,15,12.5,12°C/15°C,2,12,15,13.5
274,02/10/2018,12°C/15°C,2,12,15,13.5,11°C/15°C,2,11,15,13.0,11°C/14°C,2,11,14,11°C/14°C,2,11,14,12.5,11°C/15°C,2,11,15,13.0
275,03/10/2018,16°C/19°C,2,16,19,17.5,14°C/19°C,2,14,19,16.5,15°C/19°C,3,15,19,15°C/19°C,3,15,19,17.0,15°C/19°C,2,15,19,17.0
276,04/10/2018,15°C/20°C,3,15,20,17.5,15°C/20°C,3,15,20,17.5,15°C/21°C,3,15,21,15°C/21°C,3,15,21,18.0,15°C/20°C,3,15,20,17.5
277,05/10/2018,16°C/24°C,3,16,24,20.0,16°C/24°C,3,16,24,20.0,16°C/25°C,3,16,25,16°C/25°C,3,16,25,20.5,16°C/24°C,3,16,24,20.0
278,06/10/2018,18°C/23°C,3,18,23,20.5,17°C/23°C,3,17,23,20.0,18°C/24°C,3,18,24,18°C/24°C,3,18,24,21.0,17°C/22°C,3,17,22,19.5
279,07/10/2018,13°C/15°C,2,13,15,14.0,12°C/15°C,2,12,15,13.5,15°C/16°C,2,15,16,13°C/16°C,2,13,16,14.5,13°C/15°C,2,13,15,14.0
280,08/10/2018,13°C/18°C,3,13,18,15.5,12°C/18°C,3,12,18,15.0,13°C/18°C,3,13,18,13°C/18°C,3,13,18,15.5,13°C/18°C,3,13,18,15.5
281,09/10/2018,15°C/22°C,3,15,22,18.5,15°C/22°C,3,15,22,18.5,15°C/22°C,3,15,22,15°C/22°C,3,15,22,18.5,15°C/22°C,3,15,22,18.5
282,10/10/2018,17°C/24°C,3,17,24,20.5,17°C/24°C,3,17,24,20.5,17°C/25°C,3,17,25,17°C/25°C,3,17,25,21.0,17°C/24°C,3,17,24,20.5
283,11/10/2018,19°C/25°C,3,19,25,22.0,18°C/24°C,3,18,24,21.0,20°C/25°C,3,20,25,19°C/25°C,3,19,25,22.0,19°C/24°C,3,19,24,21.5
284,12/10/2018,19°C/25°C,3,19,25,22.0,19°C/25°C,3,19,25,22.0,19°C/26°C,3,19,26,19°C/26°C,3,19,26,22.5,18°C/24°C,3,18,24,21.0
285,13/10/2018,20°C/26°C,3,20,26,23.0,20°C/26°C,3,20,26,23.0,20°C/26°C,3,20,26,20°C/26°C,3,20,26,23.0,20°C/26°C,3,20,26,23.0
286,14/10/2018,20°C/24°C,3,20,24,22.0,20°C/25°C,3,20,25,22.5,20°C/25°C,3,20,25,20°C/25°C,3,20,25,22.5,20°C/24°C,3,20,24,22.0
287,15/10/2018,20°C/25°C,3,20,25,22.5,19°C/25°C,3,19,25,22.0,20°C/25°C,3,20,25,19°C/25°C,3,19,25,22.0,20°C/25°C,3,20,25,22.5
288,16/10/2018,20°C/24°C,3,20,24,22.0,17°C/23°C,3,17,23,20.0,20°C/24°C,3,20,24,19°C/24°C,3,19,24,21.5,20°C/23°C,3,20,23,21.5
289,17/10/2018,17°C/21°C,3,17,21,19.0,16°C/21°C,3,16,21,18.5,17°C/22°C,3,17,22,17°C/22°C,3,17,22,19.5,16°C/21°C,3,16,21,18.5
290,18/10/2018,15°C/20°C,3,15,20,17.5,14°C/19°C,3,14,19,16.5,15°C/21°C,3,15,21,15°C/21°C,3,15,21,18.0,15°C/19°C,3,15,19,17.0
291,19/10/2018,14°C/18°C,3,14,18,16.0,13°C/18°C,3,13,18,15.5,14°C/19°C,3,14,19,14°C/19°C,3,14,19,16.5,13°C/18°C,3,13,18,15.5
292,20/10/2018,12°C/17°C,3,12,17,14.5,11°C/16°C,3,11,16,13.5,12°C/17°C,3,12,17,12°C/17°C,3,12,17,14.5,12°C/16°C,3,12,16,14.0
293,21/10/2018,12°C/18°C,3,12,18,15.0,12°C/18°C,3,12,18,15.0,12°C/18°C,3,12,18,12°C/18°C,3,12,18,15.0,12°C/17°C,3,12,17,14.5
294,22/10/2018,12°C/15°C,2,12,15,13.5,10°C/15°C,2,10,15,12.5,14°C/15°C,2,14,15,12°C/15°C,2,12,15,13.5,14°C/15°C,2,14,15,14.5
295,23/10/2018,10°C/17°C,3,10,17,13.5,10°C/16°C,3,10,16,13.0,10°C/16°C,3,10,16,10°C/16°C,3,10,16,13.0,10°C/16°C,3,10,16,13.0
296,24/10/2018,13°C/17°C,2,13,17,15.0,13°C/18°C,3,13,18,15.5,14°C/16°C,2,14,16,12°C/16°C,2,12,16,14.0,14°C/18°C,2,14,18,16.0
297,25/10/2018,11°C/15°C,3,11,15,13.0,10°C/16°C,3,10,16,13.0,12°C/15°C,3,12,15,11°C/15°C,3,11,15,13.0,11°C/15°C,2,11,15,13.0
298,26/10/2018,10°C/13°C,2,10,13,11.5,8°C/13°C,2,8,13,10.5,10°C/12°C,2,10,12,10°C/12°C,2,10,12,11.0,10°C/13°C,2,10,13,11.5
299,27/10/2018,7°C/10°C,3,7,10,8.5,5°C/9°C,2,5,9,7.0,7°C/10°C,3,7,10,7°C/10°C,3,7,10,8.5,7°C/10°C,3,7,10,8.5
300,28/10/2018,6°C/8°C,2,6,8,7.0,5°C/8°C,2,5,8,6.5,6°C/8°C,2,6,8,6°C/8°C,2,6,8,7.0,6°C/8°C,2,6,8,7.0
301,29/10/2018,4°C/6°C,2,4,6,5.0,4°C/6°C,2,4,6,5.0,5°C/7°C,2,5,7,5°C/7°C,2,5,7,6.0,4°C/6°C,2,4,6,5.0
302,30/10/2018,7°C/10°C,2,7,10,8.5,7°C/10°C,2,7,10,8.5,7°C/10°C,2,7,10,7°C/10°C,2,7,10,8.5,7°C/10°C,2,7,10,8.5
303,31/10/2018,7°C/11°C,2,7,11,9.0,7°C/11°C,2,7,11,9.0,7°C/11°C,2,7,11,7°C/11°C,2,7,11,9.0,7°C/11°C,2,7,11,9.0
304,01/11/2018,10°C/11°C,2,10,11,10.5,9°C/11°C,2,9,11,10.0,10°C/12°C,2,10,12,9°C/12°C,2,9,12,10.5,10°C/11°C,2,10,11,10.5
305,02/11/2018,8°C/11°C,3,8,11,9.5,6°C/11°C,3,6,11,8.5,9°C/11°C,3,9,11,7°C/11°C,3,7,11,9.0,8°C/11°C,3,8,11,9.5
306,03/11/2018,6°C/11°C,3,6,11,8.5,6°C/10°C,3,6,10,8.0,6°C/11°C,3,6,11,6°C/11°C,3,6,11,8.5,7°C/10°C,3,7,10,8.5
307,04/11/2018,8°C/13°C,3,8,13,10.5,8°C/12°C,3,8,12,10.0,8°C/13°C,3,8,13,8°C/13°C,3,8,13,10.5,8°C/12°C,3,8,12,10.0
308,05/11/2018,12°C/18°C,3,12,18,15.0,12°C/16°C,3,12,16,14.0,12°C/18°C,3,12,18,12°C/18°C,3,12,18,15.0,11°C/17°C,3,11,17,14.0
309,06/11/2018,13°C/19°C,3,13,19,16.0,11°C/17°C,3,11,17,14.0,15°C/19°C,3,15,19,13°C/19°C,3,13,19,16.0,14°C/18°C,3,14,18,16.0
310,07/11/2018,10°C/13°C,2,10,13,11.5,10°C/13°C,2,10,13,11.5,10°C/12°C,2,10,12,10°C/12°C,2,10,12,11.0,10°C/13°C,2,10,13,11.5
311,08/11/2018,8°C/12°C,3,8,12,10.0,8°C/12°C,3,8,12,10.0,8°C/12°C,3,8,12,8°C/12°C,3,8,12,10.0,8°C/12°C,3,8,12,10.0
312,09/11/2018,9°C/14°C,3,9,14,11.5,9°C/14°C,3,9,14,11.5,9°C/14°C,3,9,14,9°C/14°C,3,9,14,11.5,9°C/14°C,3,9,14,11.5
313,10/11/2018,12°C/13°C,2,12,13,12.5,11°C/13°C,2,11,13,12.0,12°C/13°C,2,12,13,11°C/13°C,2,11,13,12.0,12°C/13°C,2,12,13,12.5
314,11/11/2018,12°C/12°C,2,12,12,12.0,11°C/12°C,2,11,12,11.5,11°C/12°C,2,11,12,11°C/12°C,2,11,12,11.5,11°C/12°C,2,11,12,11.5
315,12/11/2018,10°C/11°C,3,10,11,10.5,10°C/11°C,3,10,11,10.5,11°C/12°C,2,11,12,10°C/12°C,2,10,12,11.0,10°C/12°C,3,10,12,11.0
316,13/11/2018,11°C/14°C,3,11,14,12.5,9°C/13°C,3,9,13,11.0,10°C/13°C,3,10,13,10°C/13°C,3,10,13,11.5,10°C/13°C,3,10,13,11.5
317,14/11/2018,9°C/13°C,3,9,13,11.0,9°C/13°C,3,9,13,11.0,9°C/14°C,3,9,14,9°C/14°C,3,9,14,11.5,9°C/13°C,3,9,13,11.0
318,15/11/2018,9°C/12°C,3,9,12,10.5,9°C/12°C,3,9,12,10.5,9°C/13°C,3,9,13,8°C/13°C,3,8,13,10.5,9°C/12°C,3,9,12,10.5
319,16/11/2018,6°C/10°C,3,6,10,8.0,6°C/10°C,3,6,10,8.0,8°C/10°C,3,8,10,6°C/10°C,3,6,10,8.0,8°C/10°C,3,8,10,9.0
320,17/11/2018,4°C/8°C,3,4,8,6.0,3°C/8°C,3,3,8,5.5,3°C/8°C,3,3,8,3°C/8°C,3,3,8,5.5,4°C/8°C,3,4,8,6.0
321,18/11/2018,4°C/8°C,3,4,8,6.0,3°C/8°C,3,3,8,5.5,3°C/7°C,3,3,7,3°C/7°C,3,3,7,5.0,4°C/8°C,3,4,8,6.0
322,19/11/2018,2°C/6°C,2,2,6,4.0,2°C/5°C,3,2,5,3.5,2°C/6°C,3,2,6,2°C/6°C,3,2,6,4.0,2°C/6°C,2,2,6,4.0
323,20/11/2018,2°C/4°C,2,2,4,3.0,1°C/3°C,2,1,3,2.0,2°C/4°C,2,2,4,2°C/4°C,2,2,4,3.0,2°C/3°C,2,2,3,2.5
324,21/11/2018,1°C/5°C,3,1,5,3.0,1°C/4°C,3,1,4,2.5,1°C/5°C,3,1,5,1°C/5°C,3,1,5,3.0,1°C/5°C,3,1,5,3.0
325,22/11/2018,2°C/6°C,1,2,6,4.0,2°C/5°C,1,2,5,3.5,2°C/6°C,1,2,6,2°C/6°C,1,2,6,4.0,2°C/5°C,1,2,5,3.5
326,23/11/2018,5°C/8°C,3,5,8,6.5,5°C/8°C,3,5,8,6.5,5°C/8°C,3,5,8,5°C/8°C,3,5,8,6.5,4°C/8°C,3,4,8,6.0
327,24/11/2018,7°C/8°C,2,7,8,7.5,7°C/8°C,2,7,8,7.5,7°C/8°C,2,7,8,7°C/8°C,2,7,8,7.5,7°C/8°C,2,7,8,7.5
328,25/11/2018,7°C/8°C,2,7,8,7.5,6°C/8°C,2,6,8,7.0,7°C/8°C,2,7,8,7°C/8°C,2,7,8,7.5,6°C/7°C,2,6,7,6.5
329,26/11/2018,5°C/7°C,2,5,7,6.0,5°C/7°C,2,5,7,6.0,6°C/7°C,2,6,7,6°C/7°C,2,6,7,6.5,5°C/7°C,2,5,7,6.0
330,27/11/2018,5°C/8°C,2,5,8,6.5,4°C/8°C,3,4,8,6.0,5°C/8°C,2,5,8,5°C/8°C,2,5,8,6.5,4°C/8°C,3,4,8,6.0
331,28/11/2018,10°C/11°C,2,10,11,10.5,10°C/11°C,2,10,11,10.5,10°C/11°C,2,10,11,10°C/11°C,2,10,11,10.5,10°C/11°C,2,10,11,10.5
332,29/11/2018,10°C/13°C,3,10,13,11.5,10°C/13°C,3,10,13,11.5,10°C/14°C,3,10,14,10°C/14°C,3,10,14,12.0,11°C/13°C,3,11,13,12.0
333,30/11/2018,9°C/11°C,3,9,11,10.0,8°C/11°C,3,8,11,9.5,10°C/12°C,3,10,12,8°C/12°C,3,8,12,10.0,9°C/11°C,3,9,11,10.0
