,Date,Paris,Versailles,Melun,Fontainebleau,Cergy
279,07/10/2019,14°C/17°C,9°C/16°C,13°C/17°C,13°C/17°C,13°C/17°C
280,08/10/2019,13°C/15°C,13°C/15°C,14°C/16°C,14°C/16°C,14°C/15°C
281,09/10/2019,13°C/16°C,12°C/15°C,12°C/15°C,12°C/15°C,12°C/16°C
282,10/10/2019,13°C/18°C,12°C/17°C,13°C/17°C,13°C/17°C,13°C/17°C
283,11/10/2019,14°C/20°C,13°C/19°C,13°C/20°C,13°C/20°C,14°C/19°C
284,12/10/2019,15°C/20°C,15°C/20°C,14°C/20°C,14°C/20°C,15°C/20°C
285,13/10/2019,19°C/24°C,17°C/23°C,18°C/25°C,18°C/25°C,19°C/23°C
286,14/10/2019,18°C/22°C,16°C/21°C,17°C/22°C,17°C/22°C,18°C/22°C
287,15/10/2019,15°C/17°C,12°C/16°C,14°C/16°C,14°C/16°C,15°C/17°C
288,16/10/2019,14°C/15°C,11°C/14°C,14°C/15°C,14°C/15°C,14°C/15°C
289,17/10/2019,14°C/16°C,12°C/16°C,13°C/15°C,13°C/15°C,13°C/16°C
290,18/10/2019,14°C/17°C,13°C/16°C,13°C/16°C,13°C/16°C,14°C/16°C
291,19/10/2019,14°C/16°C,13°C/16°C,13°C/14°C,13°C/14°C,14°C/16°C
292,20/10/2019,12°C/14°C,10°C/13°C,11°C/12°C,11°C/12°C,11°C/13°C
293,21/10/2019,12°C/15°C,11°C/14°C,12°C/15°C,12°C/15°C,12°C/15°C
294,22/10/2019,12°C/15°C,11°C/15°C,11°C/15°C,11°C/15°C,11°C/15°C
295,23/10/2019,13°C/17°C,12°C/16°C,13°C/16°C,13°C/16°C,13°C/16°C
296,24/10/2019,15°C/18°C,13°C/16°C,15°C/17°C,15°C/17°C,15°C/17°C
297,25/10/2019,13°C/17°C,12°C/15°C,12°C/17°C,12°C/17°C,13°C/16°C
298,26/10/2019,14°C/20°C,14°C/19°C,13°C/19°C,13°C/19°C,15°C/20°C
299,27/10/2019,7°C/16°C,5°C/14°C,8°C/14°C,8°C/14°C,8°C/15°C
300,28/10/2019,8°C/11°C,8°C/10°C,8°C/10°C,8°C/10°C,8°C/11°C
301,29/10/2019,9°C/10°C,5°C/10°C,8°C/9°C,8°C/9°C,9°C/10°C
302,30/10/2019,9°C/10°C,4°C/9°C,8°C/10°C,8°C/10°C,5°C/9°C
303,31/10/2019,10°C/11°C,7°C/10°C,9°C/11°C,9°C/11°C,9°C/11°C
304,01/11/2019,12°C/15°C,12°C/15°C,12°C/14°C,12°C/14°C,12°C/15°C
305,02/11/2019,12°C/15°C,11°C/15°C,12°C/15°C,12°C/15°C,13°C/15°C
306,03/11/2019,12°C/13°C,8°C/13°C,12°C/13°C,12°C/13°C,12°C/13°C
307,04/11/2019,12°C/14°C,7°C/13°C,12°C/13°C,11°C/13°C,11°C/13°C
308,05/11/2019,10°C/13°C,9°C/12°C,9°C/13°C,9°C/13°C,10°C/12°C
309,06/11/2019,10°C/12°C,9°C/12°C,9°C/12°C,9°C/12°C,10°C/11°C
310,07/11/2019,10°C/11°C,7°C/10°C,9°C/10°C,8°C/10°C,9°C/10°C
311,08/11/2019,7°C/11°C,5°C/9°C,5°C/10°C,5°C/10°C,7°C/10°C
312,09/11/2019,7°C/10°C,6°C/9°C,6°C/9°C,6°C/9°C,7°C/9°C
313,10/11/2019,7°C/9°C,6°C/8°C,6°C/8°C,6°C/8°C,6°C/9°C
314,11/11/2019,6°C/9°C,5°C/8°C,5°C/8°C,5°C/8°C,6°C/9°C
315,12/11/2019,7°C/8°C,5°C/7°C,6°C/8°C,6°C/8°C,5°C/7°C
316,13/11/2019,7°C/10°C,6°C/9°C,5°C/9°C,5°C/9°C,7°C/9°C
317,14/11/2019,6°C/8°C,5°C/8°C,5°C/8°C,5°C/8°C,6°C/8°C
318,15/11/2019,3°C/6°C,1°C/5°C,4°C/5°C,3°C/5°C,4°C/5°C
319,16/11/2019,5°C/7°C,3°C/6°C,5°C/6°C,5°C/6°C,6°C/7°C
320,17/11/2019,5°C/8°C,5°C/7°C,3°C/7°C,3°C/7°C,5°C/7°C
321,18/11/2019,5°C/8°C,4°C/7°C,4°C/7°C,4°C/7°C,5°C/7°C
322,19/11/2019,7°C/10°C,5°C/8°C,7°C/8°C,7°C/8°C,7°C/8°C
323,20/11/2019,3°C/7°C,2°C/6°C,2°C/6°C,2°C/6°C,3°C/6°C
324,21/11/2019,5°C/10°C,4°C/9°C,5°C/10°C,5°C/10°C,5°C/9°C
325,22/11/2019,6°C/11°C,4°C/10°C,6°C/11°C,6°C/11°C,7°C/10°C
326,23/11/2019,10°C/11°C,10°C/12°C,9°C/11°C,9°C/11°C,9°C/11°C
327,24/11/2019,8°C/11°C,8°C/11°C,8°C/11°C,8°C/11°C,8°C/10°C
328,25/11/2019,7°C/10°C,5°C/9°C,8°C/9°C,7°C/9°C,2°C/9°C
329,26/11/2019,10°C/12°C,7°C/11°C,9°C/11°C,9°C/11°C,10°C/11°C
330,27/11/2019,11°C/13°C,10°C/12°C,11°C/12°C,11°C/12°C,11°C/12°C
331,28/11/2019,11°C/12°C,9°C/11°C,10°C/12°C,10°C/12°C,10°C/12°C
332,29/11/2019,9°C/10°C,8°C/9°C,6°C/9°C,8°C/9°C,6°C/8°C
333,30/11/2019,6°C/8°C,6°C/7°C,4°C/7°C,4°C/7°C,6°C/7°C
334,01/12/2019,3°C/5°C,-1°C/5°C,-1°C/4°C,-1°C/4°C,3°C/4°C
335,02/12/2019,3°C/7°C,2°C/6°C,2°C/6°C,2°C/6°C,3°C/7°C
336,03/12/2019,4°C/10°C,3°C/8°C,3°C/8°C,3°C/8°C,3°C/8°C
337,04/12/2019,3°C/6°C,2°C/5°C,2°C/6°C,2°C/6°C,2°C/5°C
338,05/12/2019,4°C/8°C,2°C/6°C,3°C/7°C,3°C/7°C,3°C/6°C
339,06/12/2019,4°C/6°C,1°C/6°C,2°C/5°C,2°C/5°C,4°C/7°C
340,07/12/2019,9°C/10°C,8°C/10°C,8°C/10°C,8°C/10°C,8°C/10°C
341,08/12/2019,10°C/12°C,9°C/12°C,11°C/12°C,10°C/12°C,10°C/12°C
342,09/12/2019,7°C/9°C,6°C/9°C,8°C/9°C,7°C/9°C,8°C/9°C
343,10/12/2019,5°C/9°C,2°C/6°C,3°C/7°C,3°C/7°C,4°C/7°C
344,11/12/2019,7°C/8°C,5°C/8°C,6°C/8°C,6°C/8°C,7°C/8°C
345,12/12/2019,4°C/7°C,3°C/6°C,3°C/6°C,3°C/6°C,4°C/7°C
346,13/12/2019,7°C/9°C,2°C/8°C,6°C/8°C,6°C/8°C,7°C/8°C
347,14/12/2019,8°C/10°C,5°C/10°C,8°C/10°C,8°C/10°C,8°C/9°C
348,15/12/2019,9°C/11°C,7°C/11°C,8°C/11°C,8°C/11°C,8°C/10°C
349,16/12/2019,9°C/10°C,7°C/10°C,9°C/11°C,9°C/11°C,2°C/9°C
350,17/12/2019,11°C/14°C,9°C/13°C,11°C/13°C,11°C/13°C,11°C/13°C
351,18/12/2019,8°C/11°C,7°C/10°C,7°C/11°C,7°C/11°C,7°C/10°C
352,19/12/2019,11°C/13°C,7°C/12°C,11°C/13°C,11°C/13°C,11°C/12°C
353,20/12/2019,10°C/13°C,8°C/13°C,11°C/13°C,9°C/13°C,11°C/12°C
354,21/12/2019,8°C/10°C,7°C/9°C,7°C/10°C,7°C/10°C,8°C/10°C
355,22/12/2019,9°C/10°C,7°C/9°C,9°C/10°C,9°C/10°C,9°C/10°C
356,23/12/2019,9°C/10°C,7°C/9°C,7°C/9°C,8°C/9°C,8°C/9°C
357,24/12/2019,11°C/12°C,9°C/11°C,11°C/12°C,10°C/12°C,11°C/12°C
358,25/12/2019,9°C/11°C,7°C/10°C,9°C/11°C,8°C/11°C,8°C/10°C
359,26/12/2019,6°C/9°C,5°C/9°C,5°C/9°C,5°C/9°C,6°C/9°C
360,27/12/2019,9°C/11°C,7°C/10°C,9°C/10°C,8°C/10°C,8°C/10°C
361,28/12/2019,5°C/8°C,4°C/7°C,4°C/7°C,4°C/7°C,5°C/7°C
362,29/12/2019,3°C/7°C,3°C/6°C,2°C/6°C,2°C/6°C,3°C/6°C
363,30/12/2019,4°C/11°C,4°C/10°C,3°C/10°C,3°C/10°C,4°C/9°C
364,31/12/2019,5°C/8°C,0°C/6°C,3°C/7°C,3°C/7°C,4°C/6°C
